Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17,Channel_18,Channel_19,Channel_20,Channel_21,Channel_22,Channel_23,Channel_24,Mark
1435524.248,973.07,14524.84,14547.12,14542,14530.86,-4911.92,8941.12,3890.23,2636.09,7196.68,703.36,14540.8,2503.01,14544.11,4695.99,1692.31,6307.68,1890.87,5770.86,5154.54,0,2.41,-3.01,-8.73,0
1435524.251,14239.54,12449.59,12306.84,14854.36,13386.45,12275.4,16956.64,11408.48,11121.85,11999.59,10610.14,12970.41,10495.23,13230.28,8842.85,10445.37,11663.46,9936.21,10831.58,-977.88,0,2.71,-2.71,-7.83,0
1435524.254,7978.03,-9340.49,-9362.77,-6189.93,-9337.21,10310.89,2004.37,3743.53,4800.85,984.6,6492.33,-9356.45,4693.22,-5881.49,488.66,5370.88,1522.36,4923.32,1724.56,-8122.46,0,2.71,-2.71,-8.13,0
1435524.258,-8222.22,-18102.42,-18124.69,-17914.95,-18108.44,-2913.26,-13988.36,-7406.24,-6652.48,-9716.41,-5083.73,-18118.37,-6092.58,-14930.14,-8273.26,-5573.6,-9120.08,-5312.42,-7930.8,-1576.96,0,2.41,-2.71,-8.43,0
1435524.261,-12068.88,-51.55,-448.72,-3961.73,-1376.94,-12812.97,-9857.03,-6872.46,-7385.56,-5386.65,-7652.15,-1071.18,-6842.01,-1919.97,-4552.78,-6911.12,-5649.27,-6438.86,-4927.4,5267.64,0,2.41,-2.71,-8.43,0
1435524.264,732.91,14491.88,14514.15,14509.03,14497.9,-4989.25,9049.29,3942.85,2640.04,7447.06,1019.64,14507.83,2624.75,14511.14,4663.02,1987.73,6511.24,2136.05,5943.08,5187.5,0,2.41,-2.41,-8.13,0
1435524.268,14159.68,12300.23,12424.39,14721.25,13422.49,12094.37,17186.93,11552.35,11227.52,12297.36,10948.57,12879.68,10673.05,13502.28,8851.57,10796.93,11921.26,10292.08,11146.41,-969.16,0,2.41,-2.71,-8.43,0
1435524.271,7824.25,-9315.6,-9337.88,-6413.24,-9315.32,10335.78,2190.73,3904.47,4922.09,1229.57,6763.98,-9331.56,4825.75,-5658.24,513.55,5632.96,1760.45,5159.14,1993.98,-8138.03,0,2.71,-3.01,-8.13,0
1435524.274,-8278.54,-18091.18,-18113.45,-17851.42,-18097.2,-3156.22,-13752.26,-7219.61,-6588.71,-9556.45,-4861.5,-18107.13,-6077.14,-14675.46,-8262.03,-5412.76,-8950.96,-5114.26,-7787.98,-1588.2,0,2.71,-2.71,-8.43,0
1435524.278,-12525.92,-178.45,-785.14,-4917.58,-1771.94,-12985.35,-10388.41,-7504.34,-8063,-6115.28,-8310.07,-1601.78,-7651.58,-2721.83,-4558.8,-7620.87,-6326.88,-7096.87,-5623.16,5261.63,0,2.71,-2.71,-8.13,0
1435524.281,-219.48,14359.56,14381.83,14376.71,14365.58,-5291.83,7976.86,2431.76,1149.56,5799.64,-639.22,14375.51,1034.34,13814.99,4530.7,311.89,4907.76,505.3,4339.34,5319.82,0,3.01,-2.71,-8.13,0
1435524.284,13097.15,12272.24,11748.7,13492.43,12891.12,10293.93,15819.52,9612.15,9395.62,10285.03,8856.53,12023.87,8775.32,11474.62,8876.97,8649.11,9925.92,8205.47,9038.59,-943.76,0,2.71,-2.71,-8.13,0
1435524.288,7054.06,-9298.76,-9321.03,-7626.88,-9304.78,10352.63,940.65,1876.73,2950.77,-1037.18,4362.23,-9314.71,2816.63,-7890.71,530.4,3262.88,-424.06,2947.86,-263.89,-8112.79,0,2.41,-2.41,-8.13,0
1435524.291,-8923.31,-18062.41,-18084.68,-18079.57,-18068.43,-4330.98,-14980.55,-9450.15,-8669.07,-11926.12,-7455.71,-18078.36,-8119.62,-17262.67,-8233.25,-7910.88,-11285.01,-7481.64,-10175.72,-1616.97,0,2.41,-2.71,-8.43,0
1435524.294,-13137.95,-246.65,-1676.84,-6414.32,-2488.17,-13293.94,-11445.4,-9316.82,-9738.79,-8032,-10454.57,-2580.37,-9218.64,-4769.79,-4608.7,-9661.58,-8192.4,-9031.06,-7577.67,5211.73,0,2.41,-2.41,-8.43,0
1435524.298,-262.22,14409.91,14432.18,14427.06,14415.93,-5241.48,7740.75,1437.9,244.25,4725.88,-1966.03,14425.86,174.1,12554.94,4581.05,-925.14,3875.08,-611.22,3220.49,5269.47,0,2.71,-2.71,-8.43,0
1435524.301,13233.62,12337.46,11496.31,13104.95,12669.74,10458.62,15807.95,9060.9,8825.18,9538.24,7829.07,11789.06,8222.85,10553.28,8866.6,7804.67,9287.91,7418.58,8306.63,-954.13,0,2.71,-3.01,-8.13,0
1435524.304,7299.52,-9294.12,-9316.39,-7844.6,-9300.14,10357.27,1287.66,1536.3,2682.58,-1434.63,3696.32,-9310.07,2492.35,-8388.29,535.04,2719.39,-722.62,2525.23,-723.39,-8121.34,0,2.71,-3.01,-8.13,0
1435524.308,-8696.13,-18066.46,-18088.73,-18083.61,-18072.48,-4085.63,-14587.8,-9525.67,-8707.93,-12122.96,-7943.05,-18082.41,-8270.58,-17489.13,-8237.3,-8194.86,-11318.96,-7723.62,-10425.8,-1612.93,0,2.41,-3.01,-8.43,0
1435524.311,-13028.35,-326.75,-1753.5,-6613.54,-2595.93,-13244.5,-11001.69,-9224.33,-9613.04,-7975.05,-10631.9,-2620.63,-9138.3,-5098.6,-4615.01,-9674.22,-8054.59,-8981.86,-7592.39,5205.42,0,2.41,-2.41,-8.13,0
1435524.314,255.14,14424.89,14447.17,14442.05,14430.91,-5226.5,8653.98,2334.93,1055.82,5407.71,-1526.35,14440.84,931.17,13044.19,4596.04,-270.53,4706.97,27.56,3859.13,5254.49,0,2.41,-2.71,-8.13,0
1435524.318,13825.94,12539.8,11957.04,13843.39,13054.09,11616.17,16903.15,10255.14,10028.02,10671.52,8764.26,12408.74,9264.65,11554.27,8875.77,8927.24,10522.45,8528.01,9387.07,-944.96,0,2.71,-2.71,-7.83,0
1435524.321,7432.9,-9237.02,-9259.29,-7279.08,-9243.04,10414.37,1808.83,2645.73,3764.38,-294.79,4745.57,-9252.97,3498.72,-7543.45,592.14,3972.07,448.61,3609.39,358.42,-8172.73,0,2.71,-2.71,-8.13,0
1435524.324,-7997.49,-18007.41,-18029.69,-18024.57,-18013.43,-2708.84,-13749.82,-7836.19,-7034.7,-10461.26,-6221.32,-18023.37,-6697.68,-16138.02,-8178.26,-6378.58,-9648.22,-6010.74,-8795.91,-1671.97,0,2.71,-2.71,-8.13,0
1435524.328,-12391.92,-278.64,-915.16,-4695.7,-1835.24,-12941.94,-10260.07,-7489.54,-7864.56,-6244.55,-8755.37,-1566.82,-7547.57,-3254.88,-4631.09,-7725.07,-6295.42,-7202.18,-5784.38,5189.33,0,2.71,-2.71,-8.43,0
1435524.331,726.76,14335.28,14357.55,14352.44,14341.3,-5062.51,9017.68,3778.45,2598.7,7070.68,297.1,14351.23,2305.95,14354.54,4506.43,1527.73,6323.54,1714.81,5549.46,5344.1,0,2.71,-2.41,-8.13,0
1435524.334,13589.38,12493.74,12389.36,14609.06,13458.49,11690.69,16587.11,10966.35,10731.06,11615.59,10054.57,12906.92,10034.18,12682.84,8937.39,10078.78,11353.14,9480.47,10377.57,-883.34,0,2.71,-2.71,-8.13,0
1435524.338,7386.86,-9139.22,-9161.49,-6593.54,-9131.43,10512.17,1636.02,3153.16,4246.36,393.09,5735.12,-9155.17,4079.25,-6672.94,689.94,4770.29,1104.67,4313.27,1141.45,-8110.6,0,2.41,-3.01,-8.43,0
1435524.341,-8856,-17930.24,-17952.51,-17947.4,-17936.26,-3553.73,-14552.35,-8358.76,-7491.49,-10699.82,-6165.18,-17946.19,-6978.51,-16175.36,-8101.08,-6541.3,-10022.26,-6256.11,-8917.6,-1749.14,0,2.41,-2.71,-8.43,0
1435524.344,-13477.85,-490.48,-1368.08,-5753.84,-2267.83,-13195.87,-11379.82,-8665.71,-8984.49,-7214.28,-9506.91,-2200.89,-8453.72,-4124.51,-4590.96,-8705.03,-7294.66,-8081.08,-6689.64,5229.47,0,2.41,-2.71,-8.43,0
1435524.348,-645.35,14394.32,14416.6,14411.48,14400.34,-5257.07,7696.46,2048.78,882.08,5474.29,-1097.97,14410.27,835.24,13249.26,4565.47,-26.29,4673.41,240.62,4028.63,5285.06,0,2.71,-2.71,-8.43,0
1435524.351,13226.32,12451.11,11986.2,13814.87,13126.8,10701.73,16078.41,9810.71,9706.34,10534.61,8811.75,12343.57,9060.28,11555.18,8922.06,8858.85,10273.61,8478.89,9271.74,-898.67,0,2.71,-2.71,-7.83,0
1435524.354,6987.01,-9251.1,-9273.37,-7431.09,-9257.12,10400.29,1232.9,2074.25,3348.7,-693.28,4533.41,-9267.05,3121.24,-7822.01,578.05,3597.39,-34.93,3295.26,70.66,-8058.84,0,2.71,-2.71,-8.43,0
1435524.358,-8864.59,-18065.26,-18087.53,-18082.41,-18071.28,-3881.49,-14666.74,-8968.88,-8086.33,-11502.59,-7060.31,-18081.21,-7651.73,-17105.03,-8236.1,-7350.86,-10744.25,-6936.31,-9730.35,-1614.12,0,2.41,-2.71,-8.13,0
1435524.361,-13232.3,-550.63,-1564.69,-6177.26,-2410.52,-13163.4,-11175.08,-8768.79,-9093.26,-7490.93,-9911.17,-2452.71,-8668.28,-4505.92,-4663.41,-9024.3,-7538.15,-8340.76,-7012.03,5157.02,0,2.71,-2.41,-7.83,0
1435524.364,-400.42,14446.17,14468.44,14463.33,14452.19,-5205.22,7963.6,2173.01,1044.08,5463.77,-1207.82,14462.12,876.59,13204.93,4617.32,-75.88,4769.22,224.66,3974.13,5233.21,0,2.71,-2.71,-8.43,0
1435524.368,13451.23,12579.78,12246.26,14315.47,13331.19,11407.04,16715.56,10394.52,10328.53,11043.12,9349.45,12730.54,9596.66,12030.65,8912.14,9363.04,10853.05,8964.95,9749.09,-908.59,0,2.41,-2.71,-8.13,0
1435524.371,7993.49,-9239.76,-9262.03,-6422.74,-9176.15,10411.63,2357.18,3425.02,4628.76,493.15,5676.36,-9225.97,4310.03,-6594.35,589.39,4794.67,1249.32,4485.78,1159.28,-8102.04,0,2.41,-3.01,-8.13,0
1435524.374,-8081.01,-18060.91,-18083.18,-17991.23,-18066.93,-2379.24,-13731.55,-7492.07,-6575.25,-9982.24,-5483.44,-18076.86,-6250.16,-15523.7,-8231.76,-5785.53,-9201.76,-5476.75,-8232.96,-1618.47,0,2.41,-2.71,-8.43,0
1435524.378,-12018.62,-340.78,-724.7,-3968.71,-1732.58,-12549.06,-9912.94,-6882.23,-7170.92,-5535.2,-7868.88,-1293.91,-6899.12,-2409,-4722.03,-7004.21,-5592.46,-6454.79,-5062.4,5098.4,0,2.41,-2.41,-8.13,0
1435524.381,867.95,14384.28,14406.56,14401.44,14390.3,-4950.26,9105.25,4279.13,3146.24,7702.28,1146.19,14400.23,2916.24,14403.55,4555.43,2241.34,6931.71,2338.1,6245.85,5295.1,0,2.41,-2.71,-8.13,0
1435524.384,14122.58,12770.54,12996.2,15447.28,13886.7,12542.86,17231.84,11892.43,11673.73,12685.37,11178.82,13615.25,11008.29,13956.43,8974.82,11090.85,12435.93,10514.05,11437.6,-845.91,0,2.41,-2.71,-8.13,0
1435524.388,8279.19,-9091.88,-9114.16,-5153.75,-8927.72,10559.5,2604.63,4557.35,5666.56,1952.83,7437.33,-8917.65,5458.45,-4907.66,737.27,6340.69,2602.23,5795.12,2641.28,-8070.15,0,2.41,-3.01,-8.43,0
1435524.391,-8061.39,-17957.81,-17980.09,-17575.62,-17963.83,-2234.18,-13712.78,-6779.02,-5936.69,-8972.71,-4202.15,-17973.77,-5432.56,-14444.11,-8128.66,-4743.31,-8319.13,-4542.22,-7276.39,-1721.57,0,2.41,-2.71,-8.13,0
1435524.394,-12425.46,-542.57,-600.84,-3709.67,-1628.96,-12726.1,-10190.8,-6618.81,-7034.89,-5029.86,-7089.53,-1151.17,-6524.22,-1803.98,-4679.34,-6427.25,-5263.62,-6016.64,-4574.8,5141.09,0,2.71,-2.41,-8.43,0
