Key,KeyID,HitPointLocal,KeyGroundTruthLocal
v,22,(-0.020286 -1.056925),(-0.008249583 -0.8699988)
v,22,(-0.01575634 -0.9972376),(-0.008249583 -0.8699988)
v,22,(-0.01086518 -0.9862144),(-0.008249583 -0.8699988)
v,22,(-0.02479464 -0.976898),(-0.008249583 -0.8699988)
v,22,(-0.02666861 -0.9810709),(-0.008249583 -0.8699988)
v,22,(-0.028781 -0.982119),(-0.008249583 -0.8699988)
v,22,(-0.03983647 -0.9524817),(-0.008249583 -0.8699988)
v,22,(-0.04689992 -0.9273604),(-0.008249583 -0.8699988)
v,22,(-0.06099151 -0.9091871),(-0.008249583 -0.8699988)
v,22,(-0.1359721 -0.9320197),(-0.008249583 -0.8699988)
c,3,(-0.4789947 -0.9241087),(-0.3582501 -0.8699996)
x,24,(-0.5793142 -0.9230211),(-0.7082503 -0.8699994)
x,24,(-0.6158091 -0.8816704),(-0.7082503 -0.8699994)
x,24,(-0.6310911 -0.8753791),(-0.7082503 -0.8699994)
x,24,(-0.6448584 -0.8626224),(-0.7082503 -0.8699994)
x,24,(-0.66006 -0.8594233),(-0.7082503 -0.8699994)
x,24,(-0.6730258 -0.8601923),(-0.7082503 -0.8699994)
x,24,(-0.6830576 -0.8632923),(-0.7082503 -0.8699994)
x,24,(-0.6883074 -0.8650786),(-0.7082503 -0.8699994)
x,24,(-0.6949778 -0.8666394),(-0.7082503 -0.8699994)
x,24,(-0.6963898 -0.8710893),(-0.7082503 -0.8699994)
x,24,(-0.6983384 -0.8734781),(-0.7082503 -0.8699994)
x,24,(-0.7017159 -0.8754413),(-0.7082503 -0.8699994)
x,24,(-0.701257 -0.8766553),(-0.7082503 -0.8699994)
x,24,(-0.6998329 -0.8802305),(-0.7082503 -0.8699994)
x,24,(-0.7010304 -0.8845465),(-0.7082503 -0.8699994)
x,24,(-0.714851 -0.8882805),(-0.7082503 -0.8699994)
x,24,(-0.7967074 -0.8934988),(-0.7082503 -0.8699994)
z,26,(-0.9252682 -0.9105775),(-1.05825 -0.869999)
z,26,(-0.9349929 -0.9106398),(-1.05825 -0.869999)
z,26,(-0.9542794 -0.9131472),(-1.05825 -0.869999)
z,26,(-0.956475 -0.9101803),(-1.05825 -0.869999)
z,26,(-0.9510222 -0.9103202),(-1.05825 -0.869999)
z,26,(-0.9538661 -0.9105346),(-1.05825 -0.869999)
z,26,(-0.9540126 -0.9105483),(-1.05825 -0.869999)
z,26,(-0.9482734 -0.9105366),(-1.05825 -0.869999)
z,26,(-0.940865 -0.9098829),(-1.05825 -0.869999)
z,26,(-0.9310159 -0.909619),(-1.05825 -0.869999)
z,26,(-0.9209424 -0.9093844),(-1.05825 -0.869999)
x,24,(-0.6993901 -0.8272189),(-0.7082503 -0.8699994)
f,6,(-0.2310247 -0.4897168),(-0.3582501 -0.4290001)
g,7,(-0.04118324 -0.364193),(-0.00825003 -0.4290001)
g,7,(0.09522648 -0.3001799),(-0.00825003 -0.4290001)
g,7,(0.1284337 -0.2773535),(-0.00825003 -0.4290001)
g,7,(0.1276778 -0.2763049),(-0.00825003 -0.4290001)
g,7,(0.1250589 -0.2756522),(-0.00825003 -0.4290001)
h,8,(0.3178901 -0.3029361),(0.3417495 -0.4290003)
h,8,(0.4188267 -0.3603409),(0.3417495 -0.4290003)
j,10,(0.6084038 -0.413359),(0.6917499 -0.429)
j,10,(0.622214 -0.4595736),(0.6917499 -0.429)
j,10,(0.6557853 -0.4548767),(0.6917499 -0.429)
j,10,(0.6360335 -0.4800913),(0.6917499 -0.429)
j,10,(0.6251018 -0.5022449),(0.6917499 -0.429)
j,10,(0.6400846 -0.4919363),(0.6917499 -0.429)
j,10,(0.6535016 -0.4857172),(0.6917499 -0.429)
j,10,(0.6454976 -0.4950321),(0.6917499 -0.429)
j,10,(0.6426753 -0.5017914),(0.6917499 -0.429)
j,10,(0.6429638 -0.5065905),(0.6917499 -0.429)
j,10,(0.6444056 -0.508092),(0.6917499 -0.429)
j,10,(0.6458657 -0.5098253),(0.6917499 -0.429)
j,10,(0.6487144 -0.5112088),(0.6917499 -0.429)
j,10,(0.6554492 -0.5058829),(0.6917499 -0.429)
j,10,(0.6636931 -0.5017196),(0.6917499 -0.429)
j,10,(0.6655253 -0.5047647),(0.6917499 -0.429)
j,10,(0.6693388 -0.5064242),(0.6917499 -0.429)
j,10,(0.6763898 -0.5046689),(0.6917499 -0.429)
j,10,(0.6896384 -0.5024035),(0.6917499 -0.429)
j,10,(0.6927354 -0.5041141),(0.6917499 -0.429)
j,10,(0.708081 -0.4990523),(0.6917499 -0.429)
j,10,(0.7145078 -0.5078313),(0.6917499 -0.429)
j,10,(0.7128127 -0.5611194),(0.6917499 -0.429)
n,14,(0.7057499 -0.704286),(0.6917502 -0.8699994)
n,14,(0.6531255 -0.8787063),(0.6917502 -0.8699994)
n,14,(0.6293679 -0.9432505),(0.6917502 -0.8699994)
n,14,(0.6153904 -0.9782615),(0.6917502 -0.8699994)
n,14,(0.6067239 -0.9959698),(0.6917502 -0.8699994)
n,14,(0.6045418 -1.010544),(0.6917502 -0.8699994)
n,14,(0.6075804 -1.016826),(0.6917502 -0.8699994)
n,14,(0.607353 -1.018796),(0.6917502 -0.8699994)
n,14,(0.6064688 -1.02027),(0.6917502 -0.8699994)
n,14,(0.6103427 -1.020009),(0.6917502 -0.8699994)
n,14,(0.6145101 -1.019004),(0.6917502 -0.8699994)
n,14,(0.6182747 -1.018732),(0.6917502 -0.8699994)
n,14,(0.6221931 -1.018638),(0.6917502 -0.8699994)
n,14,(0.6258328 -1.018406),(0.6917502 -0.8699994)
n,14,(0.641758 -1.013316),(0.6917502 -0.8699994)
n,14,(0.6598436 -1.009989),(0.6917502 -0.8699994)
n,14,(0.682001 -1.00846),(0.6917502 -0.8699994)
n,14,(0.7044334 -1.007718),(0.6917502 -0.8699994)
n,14,(0.7136725 -1.009193),(0.6917502 -0.8699994)
n,14,(0.7174854 -1.010911),(0.6917502 -0.8699994)
n,14,(0.7256703 -1.012585),(0.6917502 -0.8699994)
n,14,(0.7436197 -1.014993),(0.6917502 -0.8699994)
n,14,(0.7637097 -1.016915),(0.6917502 -0.8699994)
n,14,(0.7782568 -1.017584),(0.6917502 -0.8699994)
n,14,(0.7920928 -1.018189),(0.6917502 -0.8699994)
n,14,(0.805179 -1.01992),(0.6917502 -0.8699994)
n,14,(0.8173711 -1.022367),(0.6917502 -0.8699994)
n,14,(0.8319222 -1.02307),(0.6917502 -0.8699994)
n,14,(0.7830446 -0.9052888),(0.6917502 -0.8699994)
n,14,(0.7904665 -0.8228894),(0.6917502 -0.8699994)
m,13,(0.9015418 -0.6892532),(1.041751 -0.8699996)
k,11,(0.9067823 -0.5821095),(1.041751 -0.4290002)
k,11,(0.923559 -0.5106859),(1.041751 -0.4290002)
k,11,(0.9532356 -0.4555926),(1.041751 -0.4290002)
k,11,(1.003694 -0.4427578),(1.041751 -0.4290002)
k,11,(1.021356 -0.4287428),(1.041751 -0.4290002)
k,11,(1.020066 -0.4122069),(1.041751 -0.4290002)
k,11,(1.018549 -0.395062),(1.041751 -0.4290002)
k,11,(1.01728 -0.3786894),(1.041751 -0.4290002)
k,11,(1.022044 -0.3700466),(1.041751 -0.4290002)
k,11,(1.029401 -0.362451),(1.041751 -0.4290002)
k,11,(1.031269 -0.3558136),(1.041751 -0.4290002)
k,11,(1.040329 -0.3526039),(1.041751 -0.4290002)
k,11,(1.040345 -0.3548806),(1.041751 -0.4290002)
k,11,(1.03582 -0.3580645),(1.041751 -0.4290002)
k,11,(1.04744 -0.3639973),(1.041751 -0.4290002)
k,11,(1.04021 -0.3632913),(1.041751 -0.4290002)
k,11,(1.047588 -0.3400638),(1.041751 -0.4290002)
k,11,(1.051368 -0.2850524),(1.041751 -0.4290002)
i,9,(0.9626284 0.001839507),(0.866751 0.01100041)
i,9,(0.8778303 0.03973052),(0.866751 0.01100041)
i,9,(0.8243715 0.04639989),(0.866751 0.01100041)
i,9,(0.7814758 0.05465402),(0.866751 0.01100041)
i,9,(0.7553751 0.05997986),(0.866751 0.01100041)
i,9,(0.733477 0.06337173),(0.866751 0.01100041)
u,21,(0.6502725 -0.01778042),(0.5167503 0.01100005)
u,21,(0.5898397 -0.0968945),(0.5167503 0.01100005)
j,10,(0.5669706 -0.3222869),(0.6917499 -0.429)
j,10,(0.5957716 -0.3206359),(0.6917499 -0.429)
j,10,(0.5842741 -0.3179465),(0.6917499 -0.429)
j,10,(0.5961366 -0.3225493),(0.6917499 -0.429)
j,10,(0.6596552 -0.3427218),(0.6917499 -0.429)
j,10,(0.744348 -0.3738275),(0.6917499 -0.429)
j,10,(0.7727618 -0.3848213),(0.6917499 -0.429)
j,10,(0.7488422 -0.4058251),(0.6917499 -0.429)
j,10,(0.7378329 -0.4196768),(0.6917499 -0.429)
j,10,(0.7305293 -0.4289814),(0.6917499 -0.429)
j,10,(0.7265384 -0.4360399),(0.6917499 -0.429)
j,10,(0.7290716 -0.4372408),(0.6917499 -0.429)
j,10,(0.7313473 -0.4376305),(0.6917499 -0.429)
j,10,(0.7345419 -0.4369659),(0.6917499 -0.429)
j,10,(0.7372569 -0.4360733),(0.6917499 -0.429)
j,10,(0.7415055 -0.438669),(0.6917499 -0.429)
j,10,(0.7474906 -0.4421604),(0.6917499 -0.429)
j,10,(0.7528872 -0.4451945),(0.6917499 -0.429)
j,10,(0.7571555 -0.4492555),(0.6917499 -0.429)
j,10,(0.7611053 -0.4553547),(0.6917499 -0.429)
j,10,(0.7637374 -0.4598053),(0.6917499 -0.429)
j,10,(0.7655497 -0.461458),(0.6917499 -0.429)
j,10,(0.7662971 -0.4625012),(0.6917499 -0.429)
j,10,(0.7655506 -0.465057),(0.6917499 -0.429)
j,10,(0.7666295 -0.4671267),(0.6917499 -0.429)
j,10,(0.7669322 -0.4677364),(0.6917499 -0.429)
j,10,(0.7666905 -0.4665709),(0.6917499 -0.429)
j,10,(0.7637869 -0.4680362),(0.6917499 -0.429)
j,10,(0.7605206 -0.4707564),(0.6917499 -0.429)
j,10,(0.7571976 -0.4727575),(0.6917499 -0.429)
j,10,(0.7550074 -0.474233),(0.6917499 -0.429)
j,10,(0.7508106 -0.4749908),(0.6917499 -0.429)
j,10,(0.7466884 -0.4748135),(0.6917499 -0.429)
j,10,(0.744489 -0.4759227),(0.6917499 -0.429)
j,10,(0.7422144 -0.4757072),(0.6917499 -0.429)
j,10,(0.7403778 -0.4760028),(0.6917499 -0.429)
j,10,(0.7379718 -0.4765885),(0.6917499 -0.429)
j,10,(0.7363672 -0.4756644),(0.6917499 -0.429)
j,10,(0.7355673 -0.4757488),(0.6917499 -0.429)
j,10,(0.7358675 -0.4738919),(0.6917499 -0.429)
j,10,(0.7347156 -0.4728436),(0.6917499 -0.429)
j,10,(0.7349883 -0.4728287),(0.6917499 -0.429)
j,10,(0.7349293 -0.4722109),(0.6917499 -0.429)
j,10,(0.7357405 -0.470695),(0.6917499 -0.429)
j,10,(0.7352902 -0.4720461),(0.6917499 -0.429)
j,10,(0.7347484 -0.4724454),(0.6917499 -0.429)
j,10,(0.7361008 -0.4712961),(0.6917499 -0.429)
j,10,(0.7347651 -0.4715419),(0.6917499 -0.429)
j,10,(0.7352965 -0.4703057),(0.6917499 -0.429)
j,10,(0.7341356 -0.4704767),(0.6917499 -0.429)
j,10,(0.7345866 -0.4699607),(0.6917499 -0.429)
j,10,(0.7319398 -0.4690176),(0.6917499 -0.429)
j,10,(0.6042479 -0.4590093),(0.6917499 -0.429)
h,8,(0.4207373 -0.4242299),(0.3417495 -0.4290003)
h,8,(0.4061461 -0.4238366),(0.3417495 -0.4290003)
h,8,(0.4000262 -0.4245369),(0.3417495 -0.4290003)
h,8,(0.3936303 -0.4240611),(0.3417495 -0.4290003)
h,8,(0.3897378 -0.4237314),(0.3417495 -0.4290003)
h,8,(0.3911502 -0.4253557),(0.3417495 -0.4290003)
h,8,(0.3936941 -0.4246792),(0.3417495 -0.4290003)
h,8,(0.3917608 -0.4279649),(0.3417495 -0.4290003)
h,8,(0.3887284 -0.4300438),(0.3417495 -0.4290003)
h,8,(0.3875253 -0.4300988),(0.3417495 -0.4290003)
h,8,(0.3805534 -0.4327992),(0.3417495 -0.4290003)
h,8,(0.3800595 -0.4357042),(0.3417495 -0.4290003)
h,8,(0.3771741 -0.4373136),(0.3417495 -0.4290003)
h,8,(0.3773773 -0.4387675),(0.3417495 -0.4290003)
h,8,(0.3756178 -0.4415227),(0.3417495 -0.4290003)
h,8,(0.3732095 -0.4440241),(0.3417495 -0.4290003)
h,8,(0.3704709 -0.4415748),(0.3417495 -0.4290003)
h,8,(0.3680891 -0.4404821),(0.3417495 -0.4290003)
h,8,(0.3644768 -0.4388455),(0.3417495 -0.4290003)
h,8,(0.3605599 -0.4340279),(0.3417495 -0.4290003)
h,8,(0.3604425 -0.4310266),(0.3417495 -0.4290003)
h,8,(0.3609232 -0.4307436),(0.3417495 -0.4290003)
h,8,(0.361203 -0.4300846),(0.3417495 -0.4290003)
h,8,(0.3607146 -0.4267579),(0.3417495 -0.4290003)
h,8,(0.3597743 -0.4236887),(0.3417495 -0.4290003)
h,8,(0.3583405 -0.4191962),(0.3417495 -0.4290003)
h,8,(0.346813 -0.4099723),(0.3417495 -0.4290003)
h,8,(0.3676752 -0.413079),(0.3417495 -0.4290003)
j,10,(0.6334854 -0.4247952),(0.6917499 -0.429)
j,10,(0.68442 -0.4348522),(0.6917499 -0.429)
j,10,(0.7091026 -0.4431483),(0.6917499 -0.429)
j,10,(0.720783 -0.4504225),(0.6917499 -0.429)
j,10,(0.7310145 -0.4574776),(0.6917499 -0.429)
j,10,(0.7340788 -0.4608832),(0.6917499 -0.429)
j,10,(0.7360046 -0.46349),(0.6917499 -0.429)
j,10,(0.7390099 -0.4652967),(0.6917499 -0.429)
j,10,(0.7395421 -0.4684379),(0.6917499 -0.429)
j,10,(0.7398368 -0.4687677),(0.6917499 -0.429)
j,10,(0.7397391 -0.4756469),(0.6917499 -0.429)
j,10,(0.7398634 -0.4783879),(0.6917499 -0.429)
j,10,(0.7388328 -0.4780576),(0.6917499 -0.429)
j,10,(0.7391225 -0.4775423),(0.6917499 -0.429)
j,10,(0.7394482 -0.4779598),(0.6917499 -0.429)
j,10,(0.7403405 -0.4773577),(0.6917499 -0.429)
j,10,(0.7424341 -0.4764515),(0.6917499 -0.429)
j,10,(0.7441182 -0.4738044),(0.6917499 -0.429)
j,10,(0.7447155 -0.4715112),(0.6917499 -0.429)
j,10,(0.7470579 -0.4690086),(0.6917499 -0.429)
j,10,(0.7474316 -0.4658224),(0.6917499 -0.429)
j,10,(0.7496793 -0.4626892),(0.6917499 -0.429)
j,10,(0.7461567 -0.4582628),(0.6917499 -0.429)
j,10,(0.7429891 -0.4535785),(0.6917499 -0.429)
j,10,(0.739832 -0.4501647),(0.6917499 -0.429)
j,10,(0.7360764 -0.4485688),(0.6917499 -0.429)
j,10,(0.7340442 -0.4487664),(0.6917499 -0.429)
j,10,(0.7321315 -0.4500693),(0.6917499 -0.429)
j,10,(0.7298003 -0.4517472),(0.6917499 -0.429)
j,10,(0.7265813 -0.452438),(0.6917499 -0.429)
j,10,(0.7216846 -0.4535278),(0.6917499 -0.429)
j,10,(0.714968 -0.4549819),(0.6917499 -0.429)
j,10,(0.7120823 -0.4575515),(0.6917499 -0.429)
j,10,(0.709684 -0.4597767),(0.6917499 -0.429)
j,10,(0.7088066 -0.4617809),(0.6917499 -0.429)
j,10,(0.7081096 -0.46692),(0.6917499 -0.429)
j,10,(0.708469 -0.471431),(0.6917499 -0.429)
j,10,(0.7082225 -0.4749366),(0.6917499 -0.429)
j,10,(0.7082938 -0.4779514),(0.6917499 -0.429)
j,10,(0.7101272 -0.4789571),(0.6917499 -0.429)
j,10,(0.7115985 -0.4818832),(0.6917499 -0.429)
j,10,(0.7124866 -0.4845958),(0.6917499 -0.429)
j,10,(0.7146229 -0.4881123),(0.6917499 -0.429)
j,10,(0.7170434 -0.490187),(0.6917499 -0.429)
j,10,(0.7190137 -0.4926461),(0.6917499 -0.429)
j,10,(0.7200308 -0.4956788),(0.6917499 -0.429)
j,10,(0.7223107 -0.499886),(0.6917499 -0.429)
j,10,(0.7228671 -0.5032461),(0.6917499 -0.429)
j,10,(0.7221364 -0.5053318),(0.6917499 -0.429)
j,10,(0.7209735 -0.5042737),(0.6917499 -0.429)
j,10,(0.7192965 -0.5045952),(0.6917499 -0.429)
j,10,(0.7163037 -0.5036714),(0.6917499 -0.429)
j,10,(0.7148819 -0.5014929),(0.6917499 -0.429)
j,10,(0.7120545 -0.4989329),(0.6917499 -0.429)
j,10,(0.7080622 -0.496573),(0.6917499 -0.429)
j,10,(0.7043498 -0.4949309),(0.6917499 -0.429)
j,10,(0.7025366 -0.4936697),(0.6917499 -0.429)
j,10,(0.6997119 -0.4919752),(0.6917499 -0.429)
j,10,(0.6942486 -0.4868656),(0.6917499 -0.429)
j,10,(0.6923645 -0.4850495),(0.6917499 -0.429)
j,10,(0.6912465 -0.48536),(0.6917499 -0.429)
j,10,(0.6897409 -0.4873063),(0.6917499 -0.429)
j,10,(0.6885607 -0.4847076),(0.6917499 -0.429)
j,10,(0.6876634 -0.4820018),(0.6917499 -0.429)
j,10,(0.6861819 -0.4803123),(0.6917499 -0.429)
j,10,(0.6841881 -0.4787178),(0.6917499 -0.429)
j,10,(0.6834157 -0.4792041),(0.6917499 -0.429)
j,10,(0.6836395 -0.4799213),(0.6917499 -0.429)
j,10,(0.6829931 -0.4806058),(0.6917499 -0.429)
j,10,(0.6821693 -0.4819012),(0.6917499 -0.429)
j,10,(0.6818844 -0.4804245),(0.6917499 -0.429)
j,10,(0.6811254 -0.4781408),(0.6917499 -0.429)
j,10,(0.6787009 -0.4621906),(0.6917499 -0.429)
j,10,(0.678948 -0.4575012),(0.6917499 -0.429)
j,10,(0.6801777 -0.4518682),(0.6917499 -0.429)
j,10,(0.6815953 -0.4472831),(0.6917499 -0.429)
j,10,(0.6813775 -0.4417729),(0.6917499 -0.429)
j,10,(0.6806691 -0.4394152),(0.6917499 -0.429)
j,10,(0.6793265 -0.4378203),(0.6917499 -0.429)
j,10,(0.677533 -0.4366201),(0.6917499 -0.429)
j,10,(0.6761457 -0.4357025),(0.6917499 -0.429)
j,10,(0.6754642 -0.4391149),(0.6917499 -0.429)
j,10,(0.6747724 -0.4402944),(0.6917499 -0.429)
j,10,(0.6140162 -0.4398749),(0.6917499 -0.429)
h,8,(0.4729797 -0.408349),(0.3417495 -0.4290003)
h,8,(0.440957 -0.4007848),(0.3417495 -0.4290003)
h,8,(0.4183818 -0.3969006),(0.3417495 -0.4290003)
h,8,(0.4076154 -0.3933286),(0.3417495 -0.4290003)
h,8,(0.404726 -0.3909771),(0.3417495 -0.4290003)
h,8,(0.4044596 -0.3900922),(0.3417495 -0.4290003)
h,8,(0.3903127 -0.3898138),(0.3417495 -0.4290003)
h,8,(0.391166 -0.3904321),(0.3417495 -0.4290003)
h,8,(0.3787718 -0.389938),(0.3417495 -0.4290003)
h,8,(0.3803173 -0.3889838),(0.3417495 -0.4290003)
h,8,(0.3900079 -0.3862646),(0.3417495 -0.4290003)
h,8,(0.3930814 -0.3859966),(0.3417495 -0.4290003)
h,8,(0.3924743 -0.3856629),(0.3417495 -0.4290003)
h,8,(0.3917456 -0.3839393),(0.3417495 -0.4290003)
h,8,(0.3911478 -0.38246),(0.3417495 -0.4290003)
h,8,(0.3920934 -0.3804268),(0.3417495 -0.4290003)
h,8,(0.3912178 -0.3787887),(0.3417495 -0.4290003)
h,8,(0.3833402 -0.3769952),(0.3417495 -0.4290003)
h,8,(0.3708524 -0.374249),(0.3417495 -0.4290003)
h,8,(0.3560165 -0.3703708),(0.3417495 -0.4290003)
h,8,(0.3407086 -0.3662653),(0.3417495 -0.4290003)
h,8,(0.324483 -0.3619396),(0.3417495 -0.4290003)
h,8,(0.2875928 -0.3580196),(0.3417495 -0.4290003)
h,8,(0.2754793 -0.3550513),(0.3417495 -0.4290003)
h,8,(0.2783633 -0.3537896),(0.3417495 -0.4290003)
h,8,(0.2749959 -0.3559895),(0.3417495 -0.4290003)
h,8,(0.2745918 -0.3680464),(0.3417495 -0.4290003)
h,8,(0.2731154 -0.3766846),(0.3417495 -0.4290003)
h,8,(0.2724159 -0.3787372),(0.3417495 -0.4290003)
h,8,(0.2711997 -0.384621),(0.3417495 -0.4290003)
h,8,(0.2715824 -0.3860524),(0.3417495 -0.4290003)
h,8,(0.2712066 -0.38699),(0.3417495 -0.4290003)
h,8,(0.2747122 -0.3904234),(0.3417495 -0.4290003)
h,8,(0.2764351 -0.3925475),(0.3417495 -0.4290003)
h,8,(0.2765349 -0.3964856),(0.3417495 -0.4290003)
h,8,(0.2760339 -0.3990674),(0.3417495 -0.4290003)
h,8,(0.2763036 -0.4010476),(0.3417495 -0.4290003)
h,8,(0.2809999 -0.4023392),(0.3417495 -0.4290003)
h,8,(0.2815143 -0.402304),(0.3417495 -0.4290003)
h,8,(0.287031 -0.4053576),(0.3417495 -0.4290003)
h,8,(0.2951834 -0.408574),(0.3417495 -0.4290003)
h,8,(0.3007106 -0.412304),(0.3417495 -0.4290003)
h,8,(0.3010858 -0.4151046),(0.3417495 -0.4290003)
h,8,(0.3015334 -0.4168484),(0.3417495 -0.4290003)
h,8,(0.3034071 -0.4196078),(0.3417495 -0.4290003)
h,8,(0.2951205 -0.4217035),(0.3417495 -0.4290003)
h,8,(0.2961189 -0.4235297),(0.3417495 -0.4290003)
h,8,(0.2987761 -0.4224257),(0.3417495 -0.4290003)
h,8,(0.28027 -0.4211667),(0.3417495 -0.4290003)
h,8,(0.2808861 -0.418838),(0.3417495 -0.4290003)
h,8,(0.280957 -0.4122154),(0.3417495 -0.4290003)
h,8,(0.2770708 -0.4110759),(0.3417495 -0.4290003)
h,8,(0.2731208 -0.4118492),(0.3417495 -0.4290003)
h,8,(0.2680243 -0.4116466),(0.3417495 -0.4290003)
h,8,(0.2733198 -0.4097983),(0.3417495 -0.4290003)
h,8,(0.2703652 -0.4079758),(0.3417495 -0.4290003)
h,8,(0.277238 -0.4120286),(0.3417495 -0.4290003)
h,8,(0.2817113 -0.413367),(0.3417495 -0.4290003)
h,8,(0.2835209 -0.4129133),(0.3417495 -0.4290003)
h,8,(0.2828113 -0.4123201),(0.3417495 -0.4290003)
h,8,(0.2812246 -0.4093928),(0.3417495 -0.4290003)
h,8,(0.2783469 -0.4088235),(0.3417495 -0.4290003)
h,8,(0.2800003 -0.4070548),(0.3417495 -0.4290003)
h,8,(0.2777011 -0.4098144),(0.3417495 -0.4290003)
h,8,(0.2404843 -0.4133993),(0.3417495 -0.4290003)
h,8,(0.2025044 -0.4185718),(0.3417495 -0.4290003)
g,7,(0.1174213 -0.4570153),(-0.00825003 -0.4290001)
g,7,(0.04594342 -0.4580558),(-0.00825003 -0.4290001)
g,7,(-0.01708389 -0.456427),(-0.00825003 -0.4290001)
g,7,(-0.005367995 -0.4540472),(-0.00825003 -0.4290001)
g,7,(0.0001218915 -0.4523376),(-0.00825003 -0.4290001)
g,7,(-0.01362801 -0.4524271),(-0.00825003 -0.4290001)
g,7,(-0.02515778 -0.4553751),(-0.00825003 -0.4290001)
g,7,(-0.03617138 -0.4578777),(-0.00825003 -0.4290001)
g,7,(-0.04012273 -0.4614218),(-0.00825003 -0.4290001)
g,7,(-0.0531301 -0.4653133),(-0.00825003 -0.4290001)
g,7,(-0.04591838 -0.4703551),(-0.00825003 -0.4290001)
g,7,(-0.04221515 -0.4766161),(-0.00825003 -0.4290001)
g,7,(-0.0398551 -0.4853839),(-0.00825003 -0.4290001)
g,7,(-0.04091502 -0.489549),(-0.00825003 -0.4290001)
g,7,(-0.04187421 -0.4944046),(-0.00825003 -0.4290001)
g,7,(-0.01709715 -0.4940432),(-0.00825003 -0.4290001)
g,7,(-0.02396912 -0.4944082),(-0.00825003 -0.4290001)
g,7,(-0.02854139 -0.4934409),(-0.00825003 -0.4290001)
g,7,(-0.03249154 -0.4931827),(-0.00825003 -0.4290001)
g,7,(-0.03653199 -0.4924827),(-0.00825003 -0.4290001)
g,7,(-0.04258157 -0.492913),(-0.00825003 -0.4290001)
g,7,(-0.04462362 -0.4905261),(-0.00825003 -0.4290001)
g,7,(-0.04438356 -0.4900113),(-0.00825003 -0.4290001)
g,7,(-0.0445819 -0.4873117),(-0.00825003 -0.4290001)
g,7,(-0.04709811 -0.4832392),(-0.00825003 -0.4290001)
g,7,(-0.05006374 -0.4805452),(-0.00825003 -0.4290001)
g,7,(-0.05432487 -0.4746363),(-0.00825003 -0.4290001)
g,7,(-0.05810917 -0.470091),(-0.00825003 -0.4290001)
g,7,(-0.06224649 -0.4657215),(-0.00825003 -0.4290001)
g,7,(-0.06822513 -0.4624575),(-0.00825003 -0.4290001)
g,7,(-0.07404463 -0.4583691),(-0.00825003 -0.4290001)
g,7,(-0.08006679 -0.4514078),(-0.00825003 -0.4290001)
g,7,(-0.08321674 -0.4474996),(-0.00825003 -0.4290001)
g,7,(-0.08462445 -0.4442971),(-0.00825003 -0.4290001)
g,7,(-0.08585529 -0.4419909),(-0.00825003 -0.4290001)
g,7,(-0.08450033 -0.4390061),(-0.00825003 -0.4290001)
g,7,(-0.08245857 -0.4384947),(-0.00825003 -0.4290001)
g,7,(-0.0802453 -0.4383221),(-0.00825003 -0.4290001)
g,7,(-0.07764311 -0.4370476),(-0.00825003 -0.4290001)
g,7,(-0.07558824 -0.4360338),(-0.00825003 -0.4290001)
g,7,(-0.0668961 -0.4360486),(-0.00825003 -0.4290001)
g,7,(-0.05954551 -0.4334402),(-0.00825003 -0.4290001)
g,7,(-0.053733 -0.4314416),(-0.00825003 -0.4290001)
g,7,(-0.05109728 -0.4315913),(-0.00825003 -0.4290001)
g,7,(-0.04855589 -0.4326516),(-0.00825003 -0.4290001)
g,7,(-0.04757956 -0.4353321),(-0.00825003 -0.4290001)
g,7,(-0.04760624 -0.4371676),(-0.00825003 -0.4290001)
g,7,(-0.04689545 -0.4380834),(-0.00825003 -0.4290001)
g,7,(-0.0473024 -0.4392867),(-0.00825003 -0.4290001)
g,7,(-0.04780219 -0.4402854),(-0.00825003 -0.4290001)
g,7,(-0.04902468 -0.4398379),(-0.00825003 -0.4290001)
g,7,(-0.05051584 -0.4390174),(-0.00825003 -0.4290001)
g,7,(-0.04999951 -0.436928),(-0.00825003 -0.4290001)
g,7,(-0.05163968 -0.4385319),(-0.00825003 -0.4290001)
g,7,(-0.05200178 -0.4389837),(-0.00825003 -0.4290001)
g,7,(-0.05237863 -0.4383164),(-0.00825003 -0.4290001)
g,7,(-0.05285532 -0.4393275),(-0.00825003 -0.4290001)
g,7,(-0.05255193 -0.4401434),(-0.00825003 -0.4290001)
g,7,(-0.04807294 -0.4399223),(-0.00825003 -0.4290001)
g,7,(-0.04357354 -0.4395434),(-0.00825003 -0.4290001)
g,7,(-0.03970683 -0.4398009),(-0.00825003 -0.4290001)
g,7,(-0.03621355 -0.4396068),(-0.00825003 -0.4290001)
g,7,(-0.03099562 -0.4390557),(-0.00825003 -0.4290001)
g,7,(-0.02935008 -0.4381896),(-0.00825003 -0.4290001)
g,7,(-0.0277482 -0.4371571),(-0.00825003 -0.4290001)
g,7,(-0.02612979 -0.4369251),(-0.00825003 -0.4290001)
g,7,(-0.02565727 -0.4357462),(-0.00825003 -0.4290001)
g,7,(-0.02397731 -0.4350908),(-0.00825003 -0.4290001)
g,7,(-0.02393142 -0.4357319),(-0.00825003 -0.4290001)
g,7,(-0.02326727 -0.4366866),(-0.00825003 -0.4290001)
g,7,(-0.02400861 -0.437861),(-0.00825003 -0.4290001)
g,7,(-0.02300129 -0.4394557),(-0.00825003 -0.4290001)
