Key,KeyID,HitPointLocal,KeyGroundTruthLocal
e,5,(-0.7735049 0.06177513),(-0.8832493 0.01100026)
e,5,(-0.7685113 0.05987077),(-0.8832493 0.01100026)
e,5,(-0.7624459 0.05792487),(-0.8832493 0.01100026)
e,5,(-0.7548845 0.05742688),(-0.8832493 0.01100026)
e,5,(-0.7457941 0.05664307),(-0.8832493 0.01100026)
e,5,(-0.7420221 0.0452494),(-0.8832493 0.01100026)
e,5,(-0.8578861 0.0361282),(-0.8832493 0.01100026)
e,5,(-1.019238 0.02823205),(-0.8832493 0.01100026)
w,23,(-1.098924 0.02974164),(-1.23325 0.01099994)
w,23,(-1.113109 0.03205209),(-1.23325 0.01099994)
w,23,(-1.118132 0.03255741),(-1.23325 0.01099994)
w,23,(-1.124179 0.03438209),(-1.23325 0.01099994)
w,23,(-1.129729 0.03589731),(-1.23325 0.01099994)
w,23,(-1.135682 0.03673799),(-1.23325 0.01099994)
w,23,(-1.14253 0.0377368),(-1.23325 0.01099994)
w,23,(-1.149283 0.03851225),(-1.23325 0.01099994)
w,23,(-1.154291 0.03984741),(-1.23325 0.01099994)
w,23,(-1.159331 0.03898028),(-1.23325 0.01099994)
w,23,(-1.164923 0.03857638),(-1.23325 0.01099994)
w,23,(-1.169575 0.03934167),(-1.23325 0.01099994)
w,23,(-1.176074 0.04058577),(-1.23325 0.01099994)
w,23,(-1.183199 0.04205804),(-1.23325 0.01099994)
w,23,(-1.187973 0.04289593),(-1.23325 0.01099994)
w,23,(-1.193061 0.04268179),(-1.23325 0.01099994)
w,23,(-1.196327 0.04150168),(-1.23325 0.01099994)
w,23,(-1.198117 0.04173522),(-1.23325 0.01099994)
w,23,(-1.196794 0.04130289),(-1.23325 0.01099994)
w,23,(-1.189504 0.0414434),(-1.23325 0.01099994)
w,23,(-1.185298 0.04171577),(-1.23325 0.01099994)
w,23,(-1.181715 0.0420893),(-1.23325 0.01099994)
w,23,(-1.176637 0.04218142),(-1.23325 0.01099994)
w,23,(-1.167346 0.04190043),(-1.23325 0.01099994)
w,23,(-1.163809 0.04190371),(-1.23325 0.01099994)
w,23,(-1.159693 0.04146686),(-1.23325 0.01099994)
w,23,(-1.155918 0.04138675),(-1.23325 0.01099994)
w,23,(-1.152109 0.04105834),(-1.23325 0.01099994)
w,23,(-1.125355 0.04282118),(-1.23325 0.01099994)
e,5,(-0.9298964 0.06260923),(-0.8832493 0.01100026)
e,5,(-0.8764298 0.06832664),(-0.8832493 0.01100026)
e,5,(-0.8484595 0.07221366),(-0.8832493 0.01100026)
e,5,(-0.8410023 0.07391282),(-0.8832493 0.01100026)
e,5,(-0.8373325 0.07487556),(-0.8832493 0.01100026)
e,5,(-0.8358595 0.0746804),(-0.8832493 0.01100026)
e,5,(-0.8369769 0.07518985),(-0.8832493 0.01100026)
e,5,(-0.835793 0.07518735),(-0.8832493 0.01100026)
e,5,(-0.8338444 0.07496251),(-0.8832493 0.01100026)
e,5,(-0.8336 0.0754316),(-0.8832493 0.01100026)
e,5,(-0.8359426 0.0750775),(-0.8832493 0.01100026)
e,5,(-0.8367563 0.07549734),(-0.8832493 0.01100026)
e,5,(-0.8374831 0.07458561),(-0.8832493 0.01100026)
e,5,(-0.8354005 0.0735989),(-0.8832493 0.01100026)
e,5,(-0.8306359 0.07266754),(-0.8832493 0.01100026)
e,5,(-0.828083 0.07231104),(-0.8832493 0.01100026)
e,5,(-0.8259554 0.07152142),(-0.8832493 0.01100026)
e,5,(-0.8159591 0.07375349),(-0.8832493 0.01100026)
e,5,(-0.8272164 0.07160994),(-0.8832493 0.01100026)
e,5,(-0.872815 0.06688298),(-0.8832493 0.01100026)
e,5,(-0.9675289 0.06083398),(-0.8832493 0.01100026)
w,23,(-1.096705 0.05013406),(-1.23325 0.01099994)
w,23,(-1.114504 0.04820565),(-1.23325 0.01099994)
w,23,(-1.122275 0.0465369),(-1.23325 0.01099994)
w,23,(-1.125774 0.04567657),(-1.23325 0.01099994)
w,23,(-1.130692 0.04593372),(-1.23325 0.01099994)
w,23,(-1.133826 0.04491765),(-1.23325 0.01099994)
w,23,(-1.137122 0.04335339),(-1.23325 0.01099994)
w,23,(-1.138198 0.04298102),(-1.23325 0.01099994)
w,23,(-1.139103 0.04219161),(-1.23325 0.01099994)
w,23,(-1.140225 0.04168883),(-1.23325 0.01099994)
w,23,(-1.143116 0.0410728),(-1.23325 0.01099994)
w,23,(-1.145522 0.04055733),(-1.23325 0.01099994)
w,23,(-1.15077 0.03924824),(-1.23325 0.01099994)
w,23,(-1.155677 0.03810269),(-1.23325 0.01099994)
w,23,(-1.160816 0.03626279),(-1.23325 0.01099994)
w,23,(-1.162897 0.03626392),(-1.23325 0.01099994)
w,23,(-1.164643 0.036144),(-1.23325 0.01099994)
w,23,(-1.166743 0.03659268),(-1.23325 0.01099994)
w,23,(-1.168715 0.03676899),(-1.23325 0.01099994)
w,23,(-1.168608 0.03728087),(-1.23325 0.01099994)
w,23,(-1.170564 0.03652369),(-1.23325 0.01099994)
w,23,(-1.172508 0.03587747),(-1.23325 0.01099994)
w,23,(-1.170325 0.03539887),(-1.23325 0.01099994)
w,23,(-1.158973 0.03678137),(-1.23325 0.01099994)
w,23,(-1.142073 0.04117212),(-1.23325 0.01099994)
w,23,(-1.139618 0.03599212),(-1.23325 0.01099994)
w,23,(-1.138353 0.001407587),(-1.23325 0.01099994)
w,23,(-1.136997 -0.08948272),(-1.23325 0.01099994)
s,19,(-1.118975 -0.2987895),(-1.05825 -0.4290003)
s,19,(-1.114343 -0.3357238),(-1.05825 -0.4290003)
s,19,(-1.111028 -0.3586111),(-1.05825 -0.4290003)
s,19,(-1.108242 -0.3741184),(-1.05825 -0.4290003)
s,19,(-1.103031 -0.3883688),(-1.05825 -0.4290003)
s,19,(-1.102196 -0.3987312),(-1.05825 -0.4290003)
s,19,(-1.101943 -0.4092596),(-1.05825 -0.4290003)
s,19,(-1.10377 -0.4203112),(-1.05825 -0.4290003)
s,19,(-1.109044 -0.4324293),(-1.05825 -0.4290003)
s,19,(-1.12315 -0.4370511),(-1.05825 -0.4290003)
s,19,(-1.135021 -0.4446591),(-1.05825 -0.4290003)
s,19,(-1.149427 -0.4501066),(-1.05825 -0.4290003)
s,19,(-1.155443 -0.4510599),(-1.05825 -0.4290003)
s,19,(-1.163522 -0.4430525),(-1.05825 -0.4290003)
s,19,(-1.166813 -0.4368943),(-1.05825 -0.4290003)
s,19,(-1.174049 -0.4292848),(-1.05825 -0.4290003)
s,19,(-1.179949 -0.4214462),(-1.05825 -0.4290003)
s,19,(-1.188412 -0.4096641),(-1.05825 -0.4290003)
s,19,(-1.196952 -0.404999),(-1.05825 -0.4290003)
a,1,(-1.268984 -0.3941641),(-1.40825 -0.4290006)
a,1,(-1.283144 -0.3951187),(-1.40825 -0.4290006)
a,1,(-1.297841 -0.3944717),(-1.40825 -0.4290006)
a,1,(-1.310638 -0.3937235),(-1.40825 -0.4290006)
a,1,(-1.328336 -0.3929708),(-1.40825 -0.4290006)
a,1,(-1.342627 -0.3903147),(-1.40825 -0.4290006)
a,1,(-1.345679 -0.3867557),(-1.40825 -0.4290006)
a,1,(-1.350513 -0.3856132),(-1.40825 -0.4290006)
a,1,(-1.355434 -0.3851213),(-1.40825 -0.4290006)
a,1,(-1.361105 -0.3844077),(-1.40825 -0.4290006)
a,1,(-1.365153 -0.3847874),(-1.40825 -0.4290006)
a,1,(-1.364352 -0.3837288),(-1.40825 -0.4290006)
a,1,(-1.363636 -0.3826749),(-1.40825 -0.4290006)
a,1,(-1.36286 -0.3807688),(-1.40825 -0.4290006)
a,1,(-1.36509 -0.3779476),(-1.40825 -0.4290006)
a,1,(-1.368372 -0.3752065),(-1.40825 -0.4290006)
a,1,(-1.355682 -0.3711044),(-1.40825 -0.4290006)
a,1,(-1.351661 -0.3675682),(-1.40825 -0.4290006)
a,1,(-1.357112 -0.3659546),(-1.40825 -0.4290006)
a,1,(-1.361772 -0.3656478),(-1.40825 -0.4290006)
a,1,(-1.364083 -0.3670406),(-1.40825 -0.4290006)
a,1,(-1.363897 -0.3692077),(-1.40825 -0.4290006)
a,1,(-1.366311 -0.3709631),(-1.40825 -0.4290006)
a,1,(-1.368367 -0.3767002),(-1.40825 -0.4290006)
a,1,(-1.36886 -0.3829649),(-1.40825 -0.4290006)
a,1,(-1.362554 -0.3916591),(-1.40825 -0.4290006)
a,1,(-1.352061 -0.3980862),(-1.40825 -0.4290006)
a,1,(-1.338841 -0.4020993),(-1.40825 -0.4290006)
a,1,(-1.324818 -0.4057584),(-1.40825 -0.4290006)
a,1,(-1.312331 -0.4091432),(-1.40825 -0.4290006)
a,1,(-1.302625 -0.4158545),(-1.40825 -0.4290006)
a,1,(-1.29323 -0.4213048),(-1.40825 -0.4290006)
a,1,(-1.285842 -0.4260897),(-1.40825 -0.4290006)
a,1,(-1.276295 -0.4285248),(-1.40825 -0.4290006)
a,1,(-1.26739 -0.4298505),(-1.40825 -0.4290006)
s,19,(-1.194397 -0.4210159),(-1.05825 -0.4290003)
s,19,(-1.106671 -0.4112615),(-1.05825 -0.4290003)
s,19,(-1.052736 -0.4057515),(-1.05825 -0.4290003)
s,19,(-1.014863 -0.4028051),(-1.05825 -0.4290003)
s,19,(-0.9852339 -0.401872),(-1.05825 -0.4290003)
s,19,(-0.9640962 -0.4035281),(-1.05825 -0.4290003)
s,19,(-0.9476051 -0.4060255),(-1.05825 -0.4290003)
s,19,(-0.926532 -0.4074168),(-1.05825 -0.4290003)
d,4,(-0.8476207 -0.4232389),(-0.7082491 -0.4290005)
d,4,(-0.8325135 -0.4271522),(-0.7082491 -0.4290005)
d,4,(-0.8202432 -0.4280452),(-0.7082491 -0.4290005)
d,4,(-0.8105972 -0.4503527),(-0.7082491 -0.4290005)
d,4,(-0.794327 -0.5356262),(-0.7082491 -0.4290005)
x,24,(-0.7579689 -0.7050567),(-0.7082493 -0.8699998)
x,24,(-0.7533625 -0.7584199),(-0.7082493 -0.8699998)
x,24,(-0.7687192 -0.8009056),(-0.7082493 -0.8699998)
x,24,(-0.7720714 -0.8225879),(-0.7082493 -0.8699998)
x,24,(-0.7795832 -0.8411782),(-0.7082493 -0.8699998)
x,24,(-0.7868606 -0.8572379),(-0.7082493 -0.8699998)
x,24,(-0.7959732 -0.8693931),(-0.7082493 -0.8699998)
x,24,(-0.8095983 -0.879468),(-0.7082493 -0.8699998)
x,24,(-0.8251309 -0.8920343),(-0.7082493 -0.8699998)
x,24,(-0.840528 -0.9042854),(-0.7082493 -0.8699998)
z,26,(-0.9211135 -0.932369),(-1.05825 -0.8700002)
z,26,(-0.9430693 -0.9241447),(-1.05825 -0.8700002)
z,26,(-0.960007 -0.9018455),(-1.05825 -0.8700002)
z,26,(-0.9785746 -0.8868149),(-1.05825 -0.8700002)
z,26,(-0.9950864 -0.8729458),(-1.05825 -0.8700002)
z,26,(-1.010915 -0.8611529),(-1.05825 -0.8700002)
z,26,(-1.025754 -0.8507845),(-1.05825 -0.8700002)
z,26,(-1.030837 -0.8345886),(-1.05825 -0.8700002)
z,26,(-1.037181 -0.8237699),(-1.05825 -0.8700002)
z,26,(-1.033122 -0.8174602),(-1.05825 -0.8700002)
z,26,(-1.031501 -0.8125514),(-1.05825 -0.8700002)
z,26,(-1.011843 -0.8047194),(-1.05825 -0.8700002)
z,26,(-1.004838 -0.8031607),(-1.05825 -0.8700002)
z,26,(-0.9945157 -0.8006531),(-1.05825 -0.8700002)
z,26,(-0.9945189 -0.7997075),(-1.05825 -0.8700002)
z,26,(-0.9894356 -0.7985339),(-1.05825 -0.8700002)
z,26,(-0.9853524 -0.7971393),(-1.05825 -0.8700002)
z,26,(-0.9777153 -0.79564),(-1.05825 -0.8700002)
z,26,(-0.9665081 -0.7930565),(-1.05825 -0.8700002)
z,26,(-0.9539482 -0.7904828),(-1.05825 -0.8700002)
z,26,(-0.9434073 -0.789699),(-1.05825 -0.8700002)
z,26,(-0.92974 -0.7877755),(-1.05825 -0.8700002)
x,24,(-0.8151405 -0.7785493),(-0.7082493 -0.8699998)
x,24,(-0.7332008 -0.7725871),(-0.7082493 -0.8699998)
x,24,(-0.6536596 -0.7669221),(-0.7082493 -0.8699998)
x,24,(-0.6057337 -0.767747),(-0.7082493 -0.8699998)
x,24,(-0.5726759 -0.7702149),(-0.7082493 -0.8699998)
c,3,(-0.4968627 -0.7865332),(-0.3582493 -0.87)
c,3,(-0.4880366 -0.789565),(-0.3582493 -0.87)
c,3,(-0.4810195 -0.7926831),(-0.3582493 -0.87)
c,3,(-0.4721825 -0.7935709),(-0.3582493 -0.87)
c,3,(-0.4645229 -0.7957428),(-0.3582493 -0.87)
c,3,(-0.4590928 -0.7975414),(-0.3582493 -0.87)
c,3,(-0.4561151 -0.798924),(-0.3582493 -0.87)
c,3,(-0.4639459 -0.8017034),(-0.3582493 -0.87)
c,3,(-0.4632276 -0.8024199),(-0.3582493 -0.87)
c,3,(-0.4640225 -0.8028298),(-0.3582493 -0.87)
c,3,(-0.4654201 -0.8017272),(-0.3582493 -0.87)
c,3,(-0.4644746 -0.800703),(-0.3582493 -0.87)
c,3,(-0.4671114 -0.799118),(-0.3582493 -0.87)
c,3,(-0.4643395 -0.7978911),(-0.3582493 -0.87)
c,3,(-0.4651303 -0.7975683),(-0.3582493 -0.87)
c,3,(-0.4668643 -0.7975476),(-0.3582493 -0.87)
c,3,(-0.467382 -0.7985954),(-0.3582493 -0.87)
c,3,(-0.4627389 -0.7988756),(-0.3582493 -0.87)
c,3,(-0.4441818 -0.7934839),(-0.3582493 -0.87)
c,3,(-0.4154652 -0.7699153),(-0.3582493 -0.87)
c,3,(-0.3809472 -0.7147949),(-0.3582493 -0.87)
c,3,(-0.3411388 -0.6837913),(-0.3582493 -0.87)
f,6,(-0.2239529 -0.6157603),(-0.358249 -0.4290009)
f,6,(-0.3369347 -0.5987062),(-0.358249 -0.4290009)
f,6,(-0.3882883 -0.5552897),(-0.358249 -0.4290009)
f,6,(-0.4220722 -0.5182717),(-0.358249 -0.4290009)
f,6,(-0.4610155 -0.4822397),(-0.358249 -0.4290009)
f,6,(-0.4840574 -0.4677165),(-0.358249 -0.4290009)
f,6,(-0.4970013 -0.4579715),(-0.358249 -0.4290009)
d,4,(-0.5684252 -0.4066624),(-0.7082491 -0.4290005)
d,4,(-0.5682293 -0.4008407),(-0.7082491 -0.4290005)
d,4,(-0.5674435 -0.3954273),(-0.7082491 -0.4290005)
d,4,(-0.5687875 -0.351456),(-0.7082491 -0.4290005)
d,4,(-0.5758274 -0.350084),(-0.7082491 -0.4290005)
d,4,(-0.5847787 -0.3503041),(-0.7082491 -0.4290005)
d,4,(-0.5884755 -0.3501758),(-0.7082491 -0.4290005)
d,4,(-0.595565 -0.3504009),(-0.7082491 -0.4290005)
d,4,(-0.6023735 -0.3514546),(-0.7082491 -0.4290005)
d,4,(-0.6079105 -0.3528207),(-0.7082491 -0.4290005)
d,4,(-0.6111634 -0.3541192),(-0.7082491 -0.4290005)
d,4,(-0.6142342 -0.3558867),(-0.7082491 -0.4290005)
d,4,(-0.6218502 -0.3581645),(-0.7082491 -0.4290005)
d,4,(-0.6323296 -0.360886),(-0.7082491 -0.4290005)
d,4,(-0.6424031 -0.3630525),(-0.7082491 -0.4290005)
d,4,(-0.6487499 -0.3655834),(-0.7082491 -0.4290005)
d,4,(-0.653159 -0.3681473),(-0.7082491 -0.4290005)
d,4,(-0.6555855 -0.3696117),(-0.7082491 -0.4290005)
d,4,(-0.6569762 -0.3722838),(-0.7082491 -0.4290005)
d,4,(-0.6578349 -0.3742737),(-0.7082491 -0.4290005)
d,4,(-0.6596875 -0.3768826),(-0.7082491 -0.4290005)
d,4,(-0.6610097 -0.3796398),(-0.7082491 -0.4290005)
d,4,(-0.6628713 -0.3825212),(-0.7082491 -0.4290005)
d,4,(-0.6633016 -0.3846242),(-0.7082491 -0.4290005)
d,4,(-0.6639527 -0.3865412),(-0.7082491 -0.4290005)
d,4,(-0.6630571 -0.387352),(-0.7082491 -0.4290005)
d,4,(-0.6623393 -0.388169),(-0.7082491 -0.4290005)
d,4,(-0.6599098 -0.3882948),(-0.7082491 -0.4290005)
d,4,(-0.6566023 -0.3888571),(-0.7082491 -0.4290005)
d,4,(-0.6538643 -0.3893463),(-0.7082491 -0.4290005)
d,4,(-0.6498586 -0.3890952),(-0.7082491 -0.4290005)
d,4,(-0.6469841 -0.3886949),(-0.7082491 -0.4290005)
d,4,(-0.6434132 -0.3891894),(-0.7082491 -0.4290005)
d,4,(-0.6402099 -0.3884839),(-0.7082491 -0.4290005)
d,4,(-0.6380433 -0.3869292),(-0.7082491 -0.4290005)
d,4,(-0.6364426 -0.3855464),(-0.7082491 -0.4290005)
d,4,(-0.6367022 -0.383674),(-0.7082491 -0.4290005)
d,4,(-0.6363499 -0.3825226),(-0.7082491 -0.4290005)
d,4,(-0.6359243 -0.3808344),(-0.7082491 -0.4290005)
d,4,(-0.6352443 -0.3788912),(-0.7082491 -0.4290005)
d,4,(-0.6353413 -0.3782078),(-0.7082491 -0.4290005)
d,4,(-0.635487 -0.3769691),(-0.7082491 -0.4290005)
d,4,(-0.6351029 -0.3750054),(-0.7082491 -0.4290005)
d,4,(-0.6346072 -0.3735042),(-0.7082491 -0.4290005)
d,4,(-0.633008 -0.3714967),(-0.7082491 -0.4290005)
d,4,(-0.6324703 -0.3691474),(-0.7082491 -0.4290005)
d,4,(-0.6315107 -0.3674771),(-0.7082491 -0.4290005)
d,4,(-0.6305853 -0.3650323),(-0.7082491 -0.4290005)
d,4,(-0.6311232 -0.3641128),(-0.7082491 -0.4290005)
d,4,(-0.6307146 -0.3629712),(-0.7082491 -0.4290005)
d,4,(-0.6305906 -0.3612402),(-0.7082491 -0.4290005)
d,4,(-0.6275341 -0.3619693),(-0.7082491 -0.4290005)
f,6,(-0.4164988 -0.3479738),(-0.358249 -0.4290009)
f,6,(-0.356792 -0.344813),(-0.358249 -0.4290009)
f,6,(-0.3227883 -0.3436862),(-0.358249 -0.4290009)
f,6,(-0.3030857 -0.3445179),(-0.358249 -0.4290009)
f,6,(-0.2908074 -0.3444679),(-0.358249 -0.4290009)
f,6,(-0.2817855 -0.346193),(-0.358249 -0.4290009)
f,6,(-0.2775791 -0.3463396),(-0.358249 -0.4290009)
f,6,(-0.271971 -0.3463055),(-0.358249 -0.4290009)
f,6,(-0.2661175 -0.3454455),(-0.358249 -0.4290009)
f,6,(-0.2582219 -0.3451217),(-0.358249 -0.4290009)
f,6,(-0.2549971 -0.3442976),(-0.358249 -0.4290009)
f,6,(-0.2514044 -0.3446251),(-0.358249 -0.4290009)
f,6,(-0.2459302 -0.3450775),(-0.358249 -0.4290009)
f,6,(-0.2376165 -0.3457357),(-0.358249 -0.4290009)
f,6,(-0.2276185 -0.3464094),(-0.358249 -0.4290009)
f,6,(-0.2186004 -0.3470008),(-0.358249 -0.4290009)
v,22,(-0.1192822 -0.7365441),(-0.008248689 -0.8699996)
v,22,(-0.1142964 -0.7749903),(-0.008248689 -0.8699996)
v,22,(-0.1125808 -0.797725),(-0.008248689 -0.8699996)
v,22,(-0.1142877 -0.8145958),(-0.008248689 -0.8699996)
v,22,(-0.1178092 -0.8243423),(-0.008248689 -0.8699996)
v,22,(-0.1234442 -0.8300359),(-0.008248689 -0.8699996)
v,22,(-0.1323788 -0.8346638),(-0.008248689 -0.8699996)
v,22,(-0.1381247 -0.8362085),(-0.008248689 -0.8699996)
v,22,(-0.1441156 -0.8378211),(-0.008248689 -0.8699996)
v,22,(-0.1465202 -0.8389778),(-0.008248689 -0.8699996)
c,3,(-0.2190148 -0.8024073),(-0.3582493 -0.87)
c,3,(-0.220711 -0.8005159),(-0.3582493 -0.87)
c,3,(-0.2228971 -0.8008457),(-0.3582493 -0.87)
c,3,(-0.2248857 -0.7997987),(-0.3582493 -0.87)
c,3,(-0.2259018 -0.7987469),(-0.3582493 -0.87)
c,3,(-0.2261482 -0.7975504),(-0.3582493 -0.87)
c,3,(-0.2272994 -0.7987729),(-0.3582493 -0.87)
c,3,(-0.22822 -0.7997665),(-0.3582493 -0.87)
c,3,(-0.2275354 -0.800014),(-0.3582493 -0.87)
c,3,(-0.2260542 -0.8009956),(-0.3582493 -0.87)
c,3,(-0.2249904 -0.8026895),(-0.3582493 -0.87)
c,3,(-0.2264299 -0.8048679),(-0.3582493 -0.87)
c,3,(-0.2254477 -0.8062771),(-0.3582493 -0.87)
c,3,(-0.2225505 -0.8080384),(-0.3582493 -0.87)
c,3,(-0.2214156 -0.80884),(-0.3582493 -0.87)
c,3,(-0.2188884 -0.8113977),(-0.3582493 -0.87)
c,3,(-0.2168072 -0.8121444),(-0.3582493 -0.87)
c,3,(-0.218684 -0.8129448),(-0.3582493 -0.87)
c,3,(-0.2258656 -0.813946),(-0.3582493 -0.87)
