Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12,Channel_13,Channel_14,Channel_15,Channel_16,Channel_17,Channel_18,Channel_19,Channel_20,Channel_21,Channel_22,Channel_23,Channel_24
637.6637946666666,-13944.811543180112,-13911.987467014376,-14143.60467038787,-14050.369951344253,-13975.947630429579,-13918.55772104235,-13968.863602722733,-12363.214525924224,-13932.144254768808,-13922.49466994986,-13966.229366291642,-13968.617945860131,-13943.700628786486,-13938.145937857462,-13917.490480936365,-13927.525748971797,-13903.43443671284,-13909.096210373991,-13915.697010063308,245.6302502937179,0.0,-0.16469650738501268,-0.11251645864785849,0.11323259420667271
637.6671279999999,-14135.649931991515,-14102.621611176248,-14180.228664290464,-14237.120846856476,-14167.179691001966,-14107.417907584933,-14160.217044197641,-12550.20816069247,-14123.769708683889,-14114.658309182973,-14154.835876800596,-14161.01982651654,-14135.797460575353,-14128.825158824591,-14106.355247670264,-14117.233698911867,-14093.358796476568,-14099.105022936248,-14106.871276945314,321.6197139986924,0.0,-0.161645101805879,-0.10921200924338942,0.13685027698434132
637.6704613333333,-14228.936504665451,-14195.902509250049,-14216.85265819306,-14326.628114416826,-14259.457680064335,-14199.57715668379,-14254.71545990921,-12640.481761382533,-14217.22753281045,-14209.367020767226,-14245.14396720586,-14256.251841888468,-14231.708016806106,-14222.863482228957,-14198.51862531305,-14209.376166293414,-14185.884518334376,-14192.850922012152,-14201.430576822178,364.739290961449,0.0,-0.16621399742402593,-0.11977655292801093,0.15952208694515552
637.6737946666666,-14196.950490565701,-14164.289985955269,-14253.476652095655,-14291.425077533306,-14225.573923789767,-14167.658828489377,-14224.510498234584,-12606.659312309006,-14185.161349632153,-14178.901619919265,-14210.17861412149,-14226.63677956658,-14204.048927106212,-14192.849806400909,-14166.603969656002,-14176.759039970575,-14153.738504093508,-14162.799144231647,-14171.821149582627,354.1109781233565,0.0,-0.17013661720110224,-0.1437287747462268,0.16878771137407506
637.6771279999999,-14092.960273244424,-14061.131273365834,-14290.10064599825,-14185.039547658638,-14119.599389017014,-14065.038773875107,-14122.686324919361,-12502.14430872657,-14081.313474974515,-14076.606565855644,-14104.143549789569,-14125.395429209148,-14106.00113834576,-14092.229437724549,-14063.987234670256,-14073.104068628545,-14050.565257143486,-14062.123986822717,-14071.419065228898,318.6024188054374,0.0,-0.16637199640996475,-0.17844595019949203,0.15846620740681439
637.6804613333333,-14004.771668680763,-13974.148784774274,-14199.20613577441,-14095.325377527166,-14030.06677646798,-13979.290332460523,-14036.7610046736,-12414.526608005497,-13993.83863513419,-13990.33635966905,-14015.683315843731,-14040.150619172191,-14024.743889463189,-14008.629835273485,-13978.24199876514,-13986.388104561027,-13964.265016429139,-13978.22494986344,-13987.901690333969,306.4667022455227,0.0,-0.1528546580453127,-0.21775887063374597,0.130848045063981
637.6837946666666,-13979.963731720192,-13950.66854046218,-14171.874497604033,-14069.541377286807,-14004.901688025377,-13957.469152146668,-14013.896231340837,-12390.845736693673,-13970.372231177866,-13967.590860809938,-13992.819019275896,-14018.170393151611,-14006.79511786389,-13988.996778461138,-13956.424218338385,-13963.984623408674,-13942.118693390481,-13958.039272897162,-13968.361447188388,335.50589749424955,0.0,-0.13286529814071213,-0.2521755356615446,0.09465730621177085
637.6871279999999,-13993.853154596183,-13965.65333869203,-14183.75739048624,-14082.401699264605,-14019.326718953485,-13974.292797413982,-14028.952244820468,-12405.793939564799,-13985.98200729869,-13983.464578436711,-14010.753735586997,-14034.423151738154,-14026.329175293746,-14007.72700331276,-13973.25166007863,-13980.709211624306,-13958.836751727235,-13976.209581688987,-13987.358047187408,370.54797212535584,0.0,-0.11251891943762618,-0.2718804447739781,0.060490665758780635
637.6904613333332,-13988.069851300037,-13960.416160995412,-14176.706249745112,-14074.944062460432,-14014.673573698103,-13970.99223898868,-14023.257910141194,-12400.602423485368,-13981.914500914985,-13979.324431349647,-14010.531239040796,-14030.320543447948,-14024.220276122089,-14005.627419065306,-13969.955248940349,-13977.62818706655,-13955.40421360779,-13973.911245728443,-13985.789684808073,353.35570885730607,0.0,-0.09730289373328752,-0.27121961224965846,0.03630974689866312
637.6937946666666,-13934.56769955081,-13906.779271996333,-14122.956486106168,-14018.820595515945,-13962.757069362216,-13919.501988144399,-13968.79025222697,-12347.230037091114,-13929.869040083453,-13926.977828856532,-13963.315698048735,-13977.885929472914,-13972.379211852416,-13954.293704847894,-13918.469241693447,-13926.340158158142,-13903.406605479686,-13923.030357609161,-13935.227398567135,262.8885473884057,0.0,-0.0897858254522774,-0.2518009800984565,0.025147245113060095
637.6971279999999,-13860.934298213117,-13832.449889920468,-14050.484567800844,-13941.686943384075,-13891.385701533427,-13847.748353738993,-13893.497083307398,-12273.617347254287,-13857.47871551537,-13854.076868914437,-13895.969384309323,-13905.08068179747,-13899.037576806026,-13881.543201929397,-13846.719676760014,-13854.439831497002,-13830.510127725624,-13851.458090739525,-13863.367016503515,147.7652823069443,0.0,-0.0896392804926811,-0.22220861505483025,0.025795240576468998
637.7004613333332,-13819.25125250121,-13789.80688695521,-14011.675887161842,-13895.927153534825,-13853.085337655675,-13808.298869084445,-13849.995721931371,-12232.316844458708,-13817.11264913608,-13812.934533569753,-13860.011571828742,-13864.476327560642,-13857.229149422214,-13840.093434457433,-13807.273976707878,-13814.319066777742,-13789.237907320432,-13811.754781354017,-13822.771128072602,91.5021469079351,0.0,-0.09546473714287813,-0.1945539526554652,0.03545146672750135
637.7037946666666,-13833.818350247644,-13803.45464120136,-14030.73639377151,-13906.146436368037,-13872.440068972788,-13825.796754319957,-13863.057707468404,-12247.948663818117,-13833.352726391748,-13828.099037518892,-13879.263417548183,-13880.676331577562,-13871.999175561272,-13854.926726047212,-13824.775444665289,-13830.655815023263,-13804.409810130774,-13828.594218428687,-13838.30005190179,138.55655657888443,0.0,-0.10657508139095742,-0.17963652468770774,0.05215235897417631
637.7071279999999,-13876.122821544106,-13845.045509034697,-14078.488846877683,-13943.94984118431,-13920.717447576471,-13871.69787107467,-13904.392633108371,-12291.968957615456,-13877.71407666549,-13871.173762705444,-13924.71436667912,-13925.064510285845,-13915.014115386308,-13897.926621403756,-13870.680141729605,-13875.120714217235,-13847.804498748417,-13873.501978109114,-13881.782139153573,254.1289315855318,0.0,-0.12295734009809374,-0.18277143473604684,0.07525952053192339
637.7104613333332,-13889.034820633879,-13857.447746080923,-14096.70336869664,-13952.080173647373,-13940.008592750608,-13888.388716496762,-13916.800931743523,-12306.786579434878,-13892.762344109138,-13884.949872533232,-13938.761352791378,-13940.010574745642,-13928.732961532976,-13911.92119992752,-13887.374793292865,-13890.435169655593,-13862.196704720664,-13888.973308733304,-13896.053609105295,357.56896633518784,0.0,-0.14345703452244096,-0.20196119502531362,0.1040025281993237
637.7137946666666,-13839.759869647953,-13807.780483942905,-14051.420069469621,-13897.46969586153,-13896.432337621902,-13842.25283763839,-13867.232251801348,-12258.79855186493,-13845.186185909517,-13836.394827641272,-13888.369825496564,-13892.052803925155,-13879.640259578355,-13863.70144128849,-13841.24314156495,-13843.371023378359,-13814.359715080805,-13841.539518189298,-13847.959450561053,393.7832091534956,0.0,-0.16430898806739042,-0.22929815395407493,0.13565585666294666
637.7171279999999,-13752.645977950633,-13720.323224625647,-13966.126355132488,-13804.23496741457,-13813.30427002852,-13756.75371887537,-13779.772026961755,-12171.455398409811,-13758.824736913723,-13749.5547062613,-13798.09359280509,-13805.007193794338,-13791.439026873733,-13777.040860781663,-13755.74876350935,-13757.740423891015,-13728.068140169971,-13754.835659995728,-13761.364001080694,373.00124261002657,0.0,-0.18011471896550285,-0.25506976004696535,0.1650826626572996
637.7204613333332,-13687.625094260182,-13655.001803359195,-13900.40090208565,-13732.26212171005,-13749.844061771251,-13691.211431270602,-13714.23018288571,-12104.056758338107,-13693.312476416906,-13684.10380138845,-13728.539882321054,-13738.61938757524,-13723.765975824766,-13711.376479528639,-13690.2116440428,-13693.05370712199,-13662.766059373094,-13688.331248844912,-13695.826952754096,346.6781291079222,0.0,-0.18684724576350778,-0.27240068471714857,0.18609003653449557
637.7237946666665,-13683.327015383798,-13650.483740419786,-13893.08286746865,-13720.336090344343,-13744.41556623293,-13684.16403006996,-13709.308764693596,-12095.141027232808,-13687.313775443059,-13678.548043218962,-13719.26996429296,-13731.724329424414,-13715.378531028286,-13705.095571197078,-13683.169565580654,-13687.793162659971,-13656.848557700738,-13680.62763197431,-13689.866906797444,349.2121334014344,0.0,-0.18416305987832787,-0.2796760514184867,0.19349827028506694
637.7271279999999,-13722.268925026652,-13689.330427425708,-13927.457980819783,-13751.264012153868,-13779.77098171351,-13718.603202246488,-13747.763026443467,-12127.719841369606,-13723.725613696319,-13715.462972176234,-13753.666899573078,-13767.341701795955,-13749.269753890445,-13740.795417915888,-13717.613866970467,-13724.65455058437,-13692.920486403264,-13714.652744523164,-13726.173717964475,362.7090607785823,0.0,-0.1749245240387839,-0.2794105425254778,0.184524733222877
637.7304613333332,-13752.477566378922,-13719.597733184512,-13952.801731919279,-13773.46525813287,-13804.664815536291,-13743.430491446139,-13777.951906584094,-12150.706445684293,-13751.191782239504,-13743.104125013688,-13780.301711568774,-13794.126586600745,-13774.15143273464,-13766.87231918762,-13742.445829553397,-13752.098320199648,-13719.383268858674,-13739.13705974335,-13753.152268185237,337.8823022027074,0.0,-0.1626396584545775,-0.2749319908416352,0.1593003448067397
637.7337946666665,-13740.153957763343,-13707.492880931866,-13936.792858423863,-13753.676195845344,-13786.368206786818,-13725.831047331152,-13766.401877875218,-12131.273670306055,-13736.553085572477,-13727.995295881106,-13765.498365366127,-13778.841775883753,-13756.948990545483,-13750.059858151322,-13724.850504876465,-13736.843099147145,-13702.97327610879,-13721.071845919203,-13737.452487547323,251.09383351479488,0.0,-0.14932275530831726,-0.26791017719682153,0.12143772554799753
637.7371279999999,-13699.428199366896,-13667.116397759339,-13894.845814407807,-13706.726189382962,-13740.113225898622,-13680.73119080946,-13727.425521080324,-12084.32871777753,-13694.360433006063,-13684.569126118213,-13723.14287627249,-13735.952531846775,-13712.374805393676,-13704.995370347355,-13679.754233930784,-13693.418668193774,-13658.341635805129,-13675.281851044632,-13693.574815831455,139.77552299981215,0.0,-0.13540746187327057,-0.25861659473204324,0.07882442025961016
637.7404613333332,-13673.59233936795,-13641.674911983508,-13870.919124178568,-13676.656642524666,-13709.990043059299,-13651.82345223308,-13704.202486912385,-12053.563878849203,-13667.95879934696,-13656.302063038582,-13696.086965249417,-13708.785746474687,-13684.025238340928,-13675.271728050806,-13650.849612117068,-13665.265834454836,-13629.13393801446,-13645.536443822986,-13664.98823410492,75.79316597535701,0.0,-0.12122446840904695,-0.24797859973204203,0.04310411785615463
637.7437946666665,-13689.584340313884,-13657.962498304903,-13891.785292359638,-13690.96094071765,-13723.252375477226,-13665.995046273,-13723.1731607125,-12065.88417961971,-13683.99249833131,-13670.169617048065,-13710.867777618332,-13724.057474349922,-13698.84293282345,-13687.840085227741,-13665.023972115892,-13679.229154796622,-13642.410999821377,-13658.977069590823,-13678.59192061897,100.07833307783044,0.0,-0.10838329343435449,-0.23906113574692167,0.02636390749330845
637.7471279999999,-13728.722543548716,-13697.13830364476,-13937.863554133644,-13731.096685459692,-13761.102663433923,-13704.185427865355,-13764.85119569798,-12102.23992248096,-13723.311743310103,-13707.441714045723,-13748.663301672295,-13762.7506386214,-13737.95647550829,-13723.832228932215,-13703.217007488387,-13716.43503639936,-13679.436943713432,-13696.86899512683,-13715.555152029807,185.54617138528286,0.0,-0.09979612771496732,-0.23673442866348496,0.03596796341773777
637.7504613333333,-13740.663187773554,-13708.768680636538,-13957.52718223402,-13746.40156479249,-13772.859477766055,-13715.60118905451,-13778.070139837992,-12111.82729070894,-13735.160588178418,-13717.760756832504,-13759.357730916698,-13774.25004018182,-13750.801480058704,-13732.7572848198,-13714.635673436951,-13726.439759852177,-13689.772989906054,-13708.652900910201,-13725.471926124583,265.58521947394854,0.0,-0.09832606826121136,-0.2459914259644809,0.07060666827554976
637.7537946666666,-13689.403024573789,-13656.90684861641,-13913.52251884861,-13700.230383637067,-13722.193323850075,-13663.976760725742,-13726.376559558032,-12058.36438564003,-13683.363431545124,-13665.248812800446,-13707.470564638925,-13722.470201859098,-13701.23036643767,-13678.754284964116,-13663.01476534842,-13673.35325762705,-13637.414748076606,-13658.075472520504,-13672.5264451805,294.6389791401566,0.0,-0.10512874031829945,-0.26978984453125515,0.12010875698529798
637.757128,-13588.282789563602,-13555.104896653997,-13818.248867122513,-13605.104694647884,-13622.263968075542,-13562.680787890225,-13623.29447673012,-11955.220516980757,-13581.392603041986,-13563.516704716909,-13606.920816305104,-13620.867771532638,-13602.481703681915,-13575.659645432435,-13561.723125845765,-13570.820469912222,-13535.840091050875,-13558.273513555787,-13570.476435661334,278.13883778046267,0.0,-0.11893104365649086,-0.30695955646854717,0.16908616484059563
