absoluteTime,trialTime,deltaTime,trialIndex,eventType,keyboardValue,xKeyHitLocal,yKeyHitLocal,candidate1,candidate2,candidate3,conditionType,currentText,targetText,eyeTrackingStatus,DesignMatrixCondition
61282.0946791,131.2889,0.0110105,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1064178,131.3,0.0111535,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1165763,131.3112,0.0112038,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1282667,131.3224,0.0111313,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1392959,131.3338,0.0114399,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1504736,131.3447,0.0108383,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1610217,131.3556,0.0109824,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1733199,131.3673,0.0116678,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.183384,131.378,0.0107323,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.1947097,131.3889,0.0108882,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2064434,131.4004,0.0115103,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2174752,131.4121,0.0116857,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2284092,131.4225,0.010439,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2388006,131.4335,0.0109176,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2502458,131.4444,0.0109295,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2613811,131.4558,0.0113806,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2725885,131.4667,0.0109639,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.284259,131.4787,0.0119143,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.2983808,131.4921,0.0134326,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.3062122,131.5003,0.0082456,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.3141041,131.5088,0.0084695,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.326701,131.5206,0.0117566,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.3365448,131.5312,0.0106572,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.3480502,131.5423,0.0110539,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.3596019,131.554,0.0117313,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.3707524,131.5648,0.0107574,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.380655,131.5754,0.010622,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.3925274,131.5865,0.0111056,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4032434,131.5978,0.0113483,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4151672,131.6094,0.011537,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4275308,131.6216,0.0122691,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4379291,131.6326,0.0109756,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4497588,131.6437,0.0110893,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4602294,131.655,0.0112722,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4718603,131.6659,0.0109493,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4833513,131.678,0.0120573,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.4944246,131.6881,0.0101446,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5050104,131.6997,0.0115488,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5165908,131.7106,0.0109369,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5276943,131.7217,0.0111144,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5381234,131.7327,0.0110005,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5499117,131.744,0.011298,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5609233,131.7553,0.0112884,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5726888,131.7663,0.0109675,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5827511,131.7775,0.011181,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.5946668,131.7884,0.0109421,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6063358,131.8001,0.0117352,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6156244,131.8103,0.0102122,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6271935,131.8213,0.0109369,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6394381,131.8341,0.0127872,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.649854,131.8438,0.0096654,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6598463,131.8546,0.0108318,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6720229,131.8659,0.0113588,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6826078,131.8773,0.011335,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.6935997,131.8878,0.010559,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7058958,131.9,0.0121909,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7157691,131.9105,0.0104708,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7277172,131.9216,0.011122,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7382945,131.933,0.011374,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7500106,131.9441,0.0111139,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7608659,131.9553,0.0111686,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7724585,131.9666,0.0113175,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7835064,131.9782,0.0116454,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.7954518,131.9896,0.0113672,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8064709,132.0001,0.0105133,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8166055,132.0112,0.011124,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.828155,132.0223,0.0110623,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8398756,132.0344,0.0120734,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8500188,132.0441,0.00974,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8605661,132.0552,0.0111086,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8726325,132.0666,0.0114151,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8829222,132.0775,0.0108388,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.8947443,132.089,0.0114783,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9060078,132.1,0.0110597,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9171132,132.1112,0.0111654,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9283026,132.1225,0.0112802,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9383252,132.133,0.0105795,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9508613,132.1449,0.0119022,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9612904,132.1556,0.0106147,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9740693,132.1674,0.0118097,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.984317,132.1785,0.0110805,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61282.9964389,132.19,0.0115995,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,0
61283.0079204,132.201,0.0109753,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.0272673,132.2208,0.0198192,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.0372705,132.2313,0.0104658,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.0498385,132.2436,0.0122671,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.0717532,132.2647,0.0211595,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.0818097,132.276,0.0112541,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.0933225,132.2869,0.0108801,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.1055578,132.2997,0.01285,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.1154471,132.3092,0.0094522,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.126293,132.32,0.0108707,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.1374818,132.3315,0.0114334,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.1501253,132.3438,0.0123651,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.1591667,132.3536,0.0097298,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.171101,132.3648,0.0111972,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.1815073,132.3758,0.0110369,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.1934934,132.3866,0.0108391,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2042011,132.3985,0.0118395,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2176996,132.4105,0.0120396,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.22688,132.4203,0.009783,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2370797,132.4311,0.0108137,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2486035,132.4421,0.0109674,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2597765,132.454,0.0119586,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2710496,132.4647,0.0106627,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2815513,132.4758,0.0110662,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.2943235,132.4879,0.0121791,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3077231,132.5006,0.0126681,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3202923,132.5126,0.0119986,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3379565,132.5314,0.0187326,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3464192,132.5402,0.0088691,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3567152,132.551,0.0107605,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3696375,132.5628,0.0118621,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3789299,132.5732,0.010354,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.3910413,132.5848,0.0115892,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4016318,132.5959,0.0111561,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4132537,132.6065,0.0105497,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4238852,132.6181,0.0116175,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4358717,132.6295,0.0113832,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4476159,132.6411,0.0115798,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4569033,132.6512,0.0101497,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4713032,132.6651,0.0138685,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.4940643,132.6875,0.0223782,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.5165914,132.71,0.0225058,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.5387706,132.7322,0.0222395,4,,,-inf,-inf,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.5605917,132.7541,0.0218936,4,GazePinch,a,0.12555,-0.04904369,the,things,them,Sweyepe,when a city has arranged things k like this,When a city has arranged things like this you cannot easily change them,Available,2
61283.5822144,132.7755,0.0214233,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.5924374,132.7861,0.0105548,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6046306,132.7991,0.0130006,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6161136,132.8096,0.0105018,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6273629,132.8213,0.0116799,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6493489,132.8427,0.0214607,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6586857,132.853,0.010281,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6711916,132.8652,0.012158,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6812683,132.8757,0.0105694,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.6933701,132.8865,0.0107187,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7031933,132.8973,0.0108612,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7151283,132.9089,0.0116197,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7276666,132.9209,0.0119719,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7360748,132.9306,0.0096768,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7481558,132.9418,0.0112281,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7594023,132.954,0.0122255,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7705249,132.9642,0.010209,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.7929902,132.9866,0.0223563,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.8150953,133.0091,0.0225312,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.8380552,133.0317,0.0226114,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,0
61283.8600193,133.0541,0.0223783,4,,,-inf,-inf,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,0
61283.8828184,133.0766,0.02245,4,Sweyepe,,1.154029,-0.05776199,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,0
61283.9039965,133.098,0.0214231,4,Sweyepe,,1.372587,-0.04619324,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.9273265,133.1209,0.0229112,4,Sweyepe,,1.396506,-0.0484282,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.9376951,133.1321,0.0112387,4,Sweyepe,,1.396066,-0.0505304,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.9490368,133.1427,0.010594,4,Sweyepe,,1.393323,-0.0528053,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.9588069,133.1532,0.0104952,4,Sweyepe,,1.387973,-0.0536361,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.9704538,133.1642,0.0109475,4,Sweyepe,,1.382951,-0.05536627,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.9805563,133.1752,0.0110654,4,Sweyepe,,1.379933,-0.05722799,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61283.992269,133.1862,0.0109891,4,Sweyepe,,1.3765,-0.05919584,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0031859,133.1975,0.0112315,4,Sweyepe,,1.373531,-0.06105918,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0153237,133.2088,0.0113509,4,Sweyepe,,1.356292,-0.07321623,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0260766,133.2201,0.0112623,4,Sweyepe,,1.354219,-0.07440977,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0363598,133.2309,0.0107711,4,Sweyepe,,1.351907,-0.07410109,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0477182,133.2415,0.0106126,4,Sweyepe,,1.35021,-0.07385818,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0605327,133.255,0.0135441,4,Sweyepe,,1.348639,-0.073144,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0711681,133.2651,0.0101063,4,Sweyepe,,1.347607,-0.07266142,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.0838776,133.2781,0.0129969,4,Sweyepe,,1.345333,-0.07220548,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.094892,133.2882,0.0101266,4,Sweyepe,,1.343165,-0.0711237,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1148537,133.3088,0.0205878,4,Sweyepe,,1.338403,-0.06870355,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1245159,133.3191,0.0102709,4,Sweyepe,,1.335156,-0.06659367,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1362621,133.3304,0.0112943,4,Sweyepe,,1.333644,-0.06479611,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1472959,133.3411,0.0107335,4,Sweyepe,,1.332234,-0.0631317,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1585671,133.353,0.0118827,4,Sweyepe,,1.331014,-0.06154999,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1696309,133.3638,0.0107374,4,Sweyepe,,1.330231,-0.05910764,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1802085,133.3749,0.0111558,4,Sweyepe,,1.329853,-0.0586509,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.1917963,133.3858,0.0109156,4,Sweyepe,,1.329328,-0.05796655,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
61284.2019877,133.3966,0.0107563,4,Sweyepe,,1.329116,-0.05759575,,,,Sweyepe,when a city has arranged things k like this y,When a city has arranged things like this you cannot easily change them,Available,2
